StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q31,Q17,Random ID,explanation0,explanation1,explanation2,explanation3,explanation4,explanation5,explanation6,explanation7,explanation8,explanation9,explanation10,explanation11,explanation12,explanation13,explanation14,explanation15,explanation16
2021-05-06 22:00:41,2021-05-06 22:15:24,IP Address,76.87.178.24,100,883,TRUE,2021-05-06 22:15:25,R_27Ii6IPAxegaHMC,,,,,34.57049560546880,-118.02899932861300000,anonymous,EN,Red arrow turn left to face green sphere,Drop the red ball,Go to red box,go to purple key,1,Go to the green box,Go to a grey ball,Go to the red ball,Go to the grey key,3,Go to the blue ball,go to the purple key,put down the yellow ball,go to the purple ball,2,go to the purple ball,Go to the grey box,go past the grey key,go to a green box and then go to a green door,go through a purple door and then go to a grey box,4,I didn't always know when to switch over to including multiple objects so that made it a tad confusing to me.,53172,go to the green ball,go to the red ball,go to a red box,go to the purple key,go to the green box,go to the grey ball,go to a red ball,go to the grey key,go to the blue ball,go to a purple key,go to the yellow ball,go to a purple ball,go to a purple ball,go to the grey box,go to a grey door and go to a blue key,"go to a green box, then put a green box next to the green door","go to the red box, then go to a grey key and go to a purple door"
2021-05-06 22:17:41,2021-05-06 22:46:29,IP Address,45.4.198.60,100,1728,TRUE,2021-05-06 22:46:30,R_3QS1hf0gMNOO0Iv,,,,,40.75030517578130,-74.00140380859380,anonymous,EN,go to the green ball,go to the red balls,"go to the blue door , go to the blue door , go to the purple door, go to the blue door and finally and go to the red box",go to the purple key,1,go to the green box,go to the gray ball,"go to the yellow door , purple door , green door, yellow door, and blue door go to red  ball",go to the purple and blue door to grey key,3,go to the green key,go to the yellow box,go to the blue and yellow ball,go to the red door,2,go to the blue ball,go to purple box,go to the red box,go to the green box,go to a gray  ball,2,good,49612,go to the green ball,go to the red ball,"go to the purple box, then go to a blue door and go to a red box",go to the purple key,go to the green box,go to the grey ball,go to the yellow door and go to the purple door and go to a red ball,go to the grey key,go to a green key,go to a yellow box,go to the yellow ball,go to a red door,go to a blue ball,go to the purple door,go to a red box,go to the green box,go to the grey ball
2021-05-06 22:38:17,2021-05-06 22:56:15,IP Address,189.18.239.221,100,1078,TRUE,2021-05-06 22:56:15,R_264h5Vb3zMVhe3C,,,,,-22.8950042724609000,-47.0438995361328000,anonymous,EN,The virtual robot went down on the green ball,Place the red ball on top of the yellow box,go to the red box,go to the purple key,1,put the green box on top of the green ball,go to the gray ball,go to the red ball,go to a grey key,3,go to the purple box,go to the purple key,move the yellow ball,go to the purple ball,2,go to the purple ball,go to a grey box,take the red box,go to the green box,go to a grey ball,3,Thank you,99954,go to the green ball,put a red ball next to the yellow box,go to a red box,go to the purple key,pick up a green box and put the green box next to the green ball,go to the grey ball,go to a red ball,go to the grey key,go to the purple box,go to a purple key,go to the yellow ball,go to a purple ball,go to a purple ball,go to a grey box,go to a red box,go to the green box,go to the grey ball
2021-05-06 22:38:28,2021-05-06 23:03:09,IP Address,45.4.197.53,100,1481,TRUE,2021-05-06 23:03:10,R_3pgRdwFO8PNrm9z,,,,,40.75030517578130,-74.00140380859380,anonymous,EN,Go to green ball,go to the red ball,go to the gray door and blue door finally go to the red box,go to the purple,1,go to the green box and then reach the green box,go to the gray ball,go to the yellow door and reach the red ball,go to the gray door and reach the gray key,3,go to the blue key and finally reach the blue door,go to the red door and reach the gray ball,go to the gray door and reach the yellow ball,go to the red door.,2,go to the red door and go to the gray ball,go to the gray door and reach the  green key,go to the gray door and reach the yellow key,open the blue door and reach the ,go to the red door and reach the gray ball,1,good,50666,go to the green ball,go to the red ball,"go to the grey door, then go to the blue door, then go to a red box",go to the purple key,"go to the green box, then pick up a green box",go to the grey ball,go to a yellow door and go to the red ball,"open a grey door, then go to a grey key",pick up a blue key and go to a blue door,"go to a red door, then open the red door and go to the grey door","go to a grey door and go to the yellow ball, then open the yellow door",go to a red door,go to the red door and go to the green ball,go to a green door and open the green door and put a grey box next to a green key,open a grey door and go to the yellow key,go to a blue door and open the blue door,"go to a red door and open the red door, then go to a grey ball"
2021-05-07 12:07:44,2021-05-07 12:27:18,IP Address,67.197.37.223,100,1174,TRUE,2021-05-07 12:27:18,R_3EaOVKngzUsV3Kt,,,,,35.050201416015600,-80.9907989501953000,anonymous,EN,Go to the yellow ball,Go to the red ball,Go to the red box,Go to the purple key,1,Go to the green box,Go to the grey ball,Go to a red ball,Go to the grey key,3,Go to the green ball,Go to a purple key,Go to a yellow ball,Go to a purple box,2,Go to a purple ball,Go to a green key,Go to a red key,Go to blue box then go to green box,Go to a red box then go to blue door then go to purple ball,3,Good,25382,go to a blue ball,go to the red ball,go to a red box,go to the purple key,go to the green box,go to the grey ball,go to a red ball,go to the grey key,go to the green box,go to a purple key,go to the yellow ball,go to a purple ball,go to a purple ball,go to the green door and go to the purple key and go to the green door,"go to the blue key, then go to a red box",go to the blue door and go to the green box,"go to a red box, then go to a purple door, then go to a grey ball"
2021-05-07 15:14:54,2021-05-07 15:46:36,IP Address,49.37.219.7,100,1901,TRUE,2021-05-07 15:46:37,R_tX4aF8aXoNZL5aV,,,,,12.89959716796880,80.22088623046880,anonymous,EN,go to green ball,"pick up the red ball, go to the red box",,go to the purple key,1,go to the green box,go to the grey ball,"open the grey door, open the blue door, go to the red box","open the grey door, then go to the gray ball",3,"open green door,the pick up the green key","open red door,open green door,pick up the green box","open green door, pick up the blue and yellow ball",go to the green box,2,"open the red door, the drop the blue ball","open red door, open green door,then go to the green key","open grey door, pick up the gray ball, then pick up the red box","open the blue door,pick up the green box","open red door,open blue door,go to the gray ball",2,interesting survey,33869,go to the green ball,go to a red ball and pick up a red ball and put the red ball next to a yellow box,,go to the purple key,go to the green box,go to the grey ball,"go to the purple box and go to a grey door, then open the grey door","open a grey door, then go to a grey ball",open the green door and pick up the green key,open the red door and go to the green box,"open the green door, then open the green door and pick up the yellow ball",pick up the yellow box,open the red door and go to the blue ball,go to the red box and go to a green door and open the green door,"open a grey door and pick up the grey ball, then pick up the red box",open the blue door and go to a green box,"open the red door, then open a blue door and go to the grey ball"
2021-05-11 09:31:44,2021-05-11 09:49:08,IP Address,151.42.69.150,100,1044,TRUE,2021-05-11 09:49:09,R_3DtjnQXlGUliW3U,,,,,44.8921051025391000,11.8218994140625,anonymous,EN,the robot point up facing the yellow ball,puts down the red ball,go to the red stairs,go to the blue key,1,go to the green box,go to the grey ball,open the door and go to the red ball,go to the grey key,3,open a purple door and go to the blue ball,go to a purple key,go to a yellow ball,go to a purple ball,2,open the green door and go to a purple ball,open a green door and go to the green key,open the grey door and go to a red box and go to a purple door,go to a green ball and go to a green door,open the purple door and go to the grey ball,2,,77062,go to the green ball,go to the red ball,go to a red box,go to a blue box and go to the purple key,go to the green box,go to the grey ball,open a grey door and go to the red ball,go to the grey key,open the purple door and go to a blue ball,go to a purple key,go to the yellow ball,go to a purple ball,open a green door and go to the purple ball,open a green door and go to the purple key and go to a green door,open a grey door and go to a purple door and go to a red box,"go to a green box, then put a green box next to the green door",open a purple door and go to the grey ball
2021-05-11 09:32:26,2021-05-11 09:51:45,IP Address,96.8.130.106,100,1158,TRUE,2021-05-11 09:51:46,R_20TXN8iG9K57feE,,,,,29.702606201171900,-98.47589874267580000,anonymous,EN,walk to the green ball,go to the ladder,go to a red door,go to the purple key,1,move the green box,go to a gray ball,go to the red ball,go to a grey key,3,go to a purple box,go to the purple key,go to a yellow ball,go to the purple ball,2,go to the purple ball,go to the green key,go to the red box,go to the green box,go to a gray ball,2,N/A,20175,go to the green ball,go to a red key,go to a red box,go to the purple key,go to the green box,go to the grey ball,go to a red ball,go to the grey key,go to a purple box,go to a purple key,go to the yellow ball,go to a purple ball,go to a purple ball,go to the green door and go to the purple key and go to the green door,go to a red box,go to the green box,go to the grey ball
2021-05-11 09:46:52,2021-05-11 09:54:00,IP Address,98.16.92.145,100,428,TRUE,2021-05-11 09:54:01,R_3Mm6a3W0KC92Gj8,,,,,31.1822967529297000,-83.76409912109380,anonymous,EN,red arrow must navigate towards a gold key,put red ball near goal,go to red door,go to purple key,1,go to the green box,go to grey ball,go to the red ball,grab the grey key,3,get to the grey door,go to the purple door,go to the yellow ball,go to the red door,2,go to the purple ball,get the green key,go through a door and get the box,go through a blue door and get the green box,go through a red door and get the grey box,4,,57860,go to the green ball,go to the red ball,go to a red box,go to the purple key,go to the green box,go to the grey ball,go to a red ball,go to the grey key,go to a blue door,go to the purple ball,go to the yellow ball,go to a red door,go to a purple ball,go to the green door and go to the purple key and go to the green door,go to a blue door and pick up the red box,go to a blue door and pick up the green box,go to a red door and pick up a red box and go to the grey ball
2021-05-11 09:35:11,2021-05-11 09:56:37,IP Address,200.189.47.251,100,1286,TRUE,2021-05-11 09:56:37,R_3Jq7j8xLzwkdSnV,,,,,40.8491973876953000,-73.97350311279300000,anonymous,EN,green,go to red ball,red squre,go to a key,1,go to the green box,go to the gray ball,go to the red ball,go to the gray key,3,go to a green key,go to the yellow box,go to the yellow ball,go to the yellow box,2,go to the blue ball,go to a green key,go to the gray ball,go to the green box,go to the red box and go to a gray ball,3,nice,96618,go to the green ball,go to the red ball,go to a red box,go to the purple key,go to the green box,go to the grey ball,go to a red ball,go to the grey key,go to a green key,go to a yellow box,go to the yellow ball,pick up the yellow box,go to a blue ball,go to the green door and go to the purple key and go to the green door,go to a grey ball,go to the green box,go to a red box and pick up a red box and go to a grey ball
2021-05-11 09:35:48,2021-05-11 09:56:56,IP Address,212.162.148.44,100,1268,TRUE,2021-05-11 09:56:57,R_2VyUfoF12ccW1Zu,,,,,41.8777008056641000,-87.637603759765600,anonymous,EN,Go to the green ball,Go to the red ball,go to green door go to blue door go to red ball,go to purple key,1,go to blue key go to green box,go to the blue ball go to the gray ball,go to the yellow door and go to the green door and go to purple door,go to the gray ball and go to the gray key,3,go to the green door and go to the yellow door and go to purple box,go to the green box and go to the green key go to the blue door,go to green door go to blue ball go to yellow ball,pick up the yellow box,2,go to the red door,go to the red ball,go to a grey box and go to a red box,go to a yellow box,open the red door,3,,89738,go to the green ball,go to the red ball,go to a green ball and go to the blue door and go to the red box and go to a green box,go to the purple key,go to the green box and go to the blue key,go to the blue ball and go to a grey ball,go to the yellow door and go to the green door and go to the purple door,go to a grey ball and go to a grey key,go to the green door and go to a yellow door and go to a purple box,go to the green box and go to the green key and go to the blue door,go to the green door and go to the green ball and go to the yellow ball,pick up the yellow box,go to the red door,go to the red ball,go to a grey box and go to a red box,go to a yellow box,open the red door
2021-05-11 09:36:49,2021-05-11 09:57:52,IP Address,173.63.61.15,100,1263,TRUE,2021-05-11 09:57:53,R_1g7MJuFQcvpiRxs,,,,,40.9138031005859000,-74.18959808349610000,anonymous,EN,Point to the left.,Go to the second red ball,Go to the red box,Go to the purple key,1,go to the green box,go to the gray circle,go to the red circle,go to the gray question mark,3,go between the blue ball and purple box,go next to the purple key,go to the yellow ball,go near the purple ball,2,go to a purple ball,go to a grey box,go next to the door,go near the green door,go to the gray ball,2,"The onewhere it said to go to the green box, I only saw a door near it. Maybe my eyes are bad today? :(",72146,go to the green ball,go to the red ball,go to a red box,go to the purple key,go to the green box,go to the blue ball and go to a grey ball,go to a red ball,go to a grey door,"go to the purple ball and go to the purple ball, then go to the blue box",go to a purple key,go to the yellow ball,go to a purple ball,go to a purple ball,go to a grey box,go to a blue door,go to the green box,go to the grey ball
2021-05-11 09:31:55,2021-05-11 09:59:46,IP Address,150.129.29.50,100,1670,TRUE,2021-05-11 09:59:46,R_2zUZmObtBSJUfHK,,,,,19.074798583984400,72.8856048583984000,anonymous,EN,Just move around the box,Go to Red Ball ,Go to the red 8 Number,move to the one key to another key ,1,Move green ball to Green 8 Number,move to purple box ,move green box to red box ,move from one purple box to another purple box ,3,Move from green box to green box then green key ,move from green box to red box then purple box and then move to 8 Number,move to green box then purple ball then yellow ball,move in purple box ,2,move to blue ball then green box ,move from red box to go to purple 8 number then move to red box,move from purple box to red box and purple 8 number then green box,move to blue door,go to red box then purple box then blue box ,2,it was essay ,71213,go to a blue ball,go to the red ball,go to a red box and go to the green box,"go to the green box, then go to the blue box, then go to a purple key",go to the green ball,go to the blue ball and go to the red box,"go to the purple box, then go to a green ball","go to a red box, then go to a red box, then go to a grey key","go to the green key, then go to the green box","go to the green box, then go to a purple key after you go to a green box","go to the purple door, then go to the green door, then go to a yellow ball",go to a purple ball,"go to a blue ball, then go to a green box","go to a red box after you go to a purple door, then go to the green door","go to the purple door, then go to the purple door, then go to the red box",go to the blue door,"go to the red box, then go to the blue door, then go to a purple door"
2021-05-11 09:49:36,2021-05-11 10:01:25,IP Address,71.236.67.104,100,708,TRUE,2021-05-11 10:01:25,R_2AZtpkZ0RRRfV3O,,,,,40.1587982177734000,-79.81220245361330000,anonymous,EN,turn to face up,turn to face yellow square,face red square,go to purple key,2,go to green box,go to uppermost gray circle,go to red circle,go to gray key,3,go to blue ball,go to gray ball,place yellow ball,go to red door,2,go to purple ball,go to green key,go to blue door,go to green door,go to gray ball,4,,65009,go to a blue ball,put a red ball next to the yellow box,go to a red box,go to the purple key,go to the green box,go to the red box,go to a red ball,go to the grey key,go to the blue ball,go to a grey door,go to the yellow ball,go to a red door,go to a purple ball,go to the green door,go to a blue door,go to the green box,go to the grey ball
2021-05-11 09:36:25,2021-05-11 10:02:53,IP Address,172.114.225.154,100,1588,TRUE,2021-05-11 10:02:54,R_eKylgUG6SrCMAsp,,,,,33.889892578125,-118.4008026123050000,anonymous,EN,Go to green ball,Put orange ball next to yellow square,Find red box,go to the purple key,1,Put the green box next to the green ball,Go to the grey ball,Go to the red ball,go to the grey key,3,take the green key to the blue ball,take the yellow box to the grey ball,move the yellow ball to adjacent square,go to the door,2,go to the purple ball,take the grey box to the green key,go to the corner by yellow key,go to the green door,go to the grey ball,2,,14865,go to the green ball,put a red ball next to the yellow box,go to a red box,go to the purple key,put the green box next to a green ball,go to the grey ball,go to a red ball,go to the grey key,go to the green key and go to the blue ball,go to the yellow box and put the yellow box next to a grey ball,go to the yellow ball,go to a red door,go to a purple ball,put the grey box next to a green key,go to the yellow key,go to the green box,go to the grey ball
2021-05-11 09:39:29,2021-05-11 10:05:33,IP Address,157.46.89.245,100,1563,TRUE,2021-05-11 10:05:37,R_ba79iQxtDMyc0mt,,,,,12.89959716796880,80.22088623046880,anonymous,EN,go to the green ball,go to the red ball,go to the red box,go to the purple key,1,go to the green box,go to the grey ball,go to the red ball,go to the grey key,3,Pick up the green key and go to the blue box,Pick up the yellow box and go to the purple key,go to the blue ball and go to the yellow ball,go to the yellow box and go to the red door,2,go to the blue ball and go to the purple ball,pick up the grey box and go to the yollowkey,go to the blue key and pick up the red box,pick up the green box,go to the grey ball,3,Good survey,35697,go to the green ball,go to the red ball,go to a red box,go to the purple key,go to the green box,go to the grey ball,go to a red ball,go to the grey key,pick up a blue key and go to a green box,pick up the yellow box and go to a purple key,go to the yellow ball,pick up a yellow box and go to a red door,go to the blue ball and go to the purple ball,open the grey door and go to the red box,go to a blue key and pick up a red box,pick up a green box,go to the grey ball
2021-05-11 10:00:59,2021-05-11 10:14:13,IP Address,104.222.27.33,100,794,TRUE,2021-05-11 10:14:14,R_Abnbe6eJdualUYh,,,,,33.590301513671900,-101.937103271484000,anonymous,EN,turn left,go to the yellow box,Go to the red block,go to the purple key,1,put the green box beside the green ball,go to the grey ball,go to the red ball,go to the grey key,3,go to the blue ball,put the yellow box beside the grey ball,go to the yellow ball,go through the red door,2,go to the purple ball,go to a green key,pick up the red box,go through a green door,go to a gray ball,2,,41160,go to the green ball,put a red ball next to the yellow box,go to a red box,go to the purple key,put the green box next to a green ball,go to the grey ball,go to a red ball,go to the grey key,go to the blue ball,put the yellow box next to a grey ball,go to the yellow ball,go to a red door,go to a purple ball,go to the green door and go to the purple key and go to the green door,pick up a red box,go to the green box,go to the grey ball
2021-05-11 09:31:53,2021-05-11 10:15:42,IP Address,67.162.200.58,100,2629,TRUE,2021-05-11 10:15:43,R_3fddzyrd861fL8i,,,,,34.8108062744141000,-92.2248992919922000,anonymous,EN,Go to the space under the green circle and point at it. ,Move the red circle to the space above the yellow box. ,Go to the red box. ,Go to a purple key,1,move the green box to the green circle,go to the gray ball beside the yellow ball,Go to a red ball,Go to a gray key,3,"make the blue key flash, remove the green key, and go to a blue circle",go to a purple key after you pick up a yellow box,move a yellow circle after moving a purple circle,go to the purple ball after going to the yellow box,2,go to the purple ball after moving the blue ball,go to the green key after picking up a grey box,pick up the red box after picking up a blue key and moving it to a yellow box after going to a grey ball  and picking it up,go two spaces next to the green door after picking up the green box after going to the yellow box after going to the yellow door,Go to a grey ball after you pick up the red box,3,"There was one command where the circle was grey but the instructions recommended said blue.  I thought it was an error on your side, but maybe there was a blue ball there also that I did not focus on. ",52417,go to the green ball,"go to the red key, then put the red ball next to a yellow box",go to a red box,go to the purple key,go to the green ball and put a green box next to a green ball,go to a blue ball,go to a red ball,go to the grey key,pick up the green key and go to a blue ball after you go to a blue key,go to the purple key after you pick up a yellow box,"go to the purple ball, then go to the yellow ball",go to the purple ball after you pick up the yellow box,go to the purple ball after you pick up a blue ball,pick up the grey box and put the grey box next to a green key,pick up the red box after you put the blue key next to the yellow box after you pick up a grey ball,pick up the green box after you go to a green box after you go to a yellow door,go to a grey ball after you pick up a red box
2021-05-11 09:32:37,2021-05-11 10:19:02,IP Address,157.51.121.27,100,2784,TRUE,2021-05-11 10:19:02,R_2V9DqxUa7AAKzpy,,,,,12.89959716796880,80.22088623046880,anonymous,EN,The red Shape do not touch other objects ,The re triangle shape beat the red circle ,Red triangle shape moving not touch any other objects ,Red triangle shape going on to key object ,1,Red triangle going on green box  ,Red triangle just moving  ,Red triangle moving the all boxes  ,Red Triangle moving  to the another boxes ,3,Red triangle trying to beat blue balls  ,Res triangle Just beat the yellow box,Red triangle hit the Yellow ball  ,Just moving ,2,Red triangle moving into the boxes,I think Red triangle to to hit green key ,Red triangle hit red hey ,Red triangle hit the green box  ,Red triangle moving around the boxes ,3,I think i give my best ,54816,go to the green ball,go to a red key,"go to the purple box, then go to a red box",go to the purple key,go to the green ball and go to the green box,go to the red box,"go to the purple box, then go to the purple box, then go to a red ball","go to a red box, then go to the red box","go to a purple ball and go to the purple ball, then go to a blue ball","go to a yellow box and go to the purple key, then put a yellow box next to a grey ball",go to the yellow ball,go to a red door,go to the red box,"go to the red ball and go to the purple key, then open the green door",go to a red box,go to the green box,pick up a red box
2021-05-11 09:34:53,2021-05-11 10:19:11,IP Address,103.143.108.6,100,2657,TRUE,2021-05-11 10:19:11,R_3NWf33jKCUr0kTi,,,,,11.14239501953130,77.342193603515600,anonymous,EN,Red triangle trying to beat green circle ,Red triangle hit the red circle ,Red triangle  Moving around the boxes ,Red triangle  trying to hit purple key ,1,Red triangle Hit the green boxes ,Red triangle  just move ,Red triangle trying to hit the red circle ,Red triangle  moving ,3,Red triangle  moving all boxes ,Red triangle hit the yellow boxes ,Red triangle  hit the balls ,Red triangle  take the root ,2,Red triangle  just moving ,Red triangle trying to  hit the boxes ,Red triangle  trying to hit balls ,Red triangle  hit the green box ,Red triangle  hit the wrong one and moving around the box ,3,Interesting game survey ,88516,go to the green ball,go to the red ball,go to a red box,go to the purple key,go to the green ball and go to the green box,go to the red box,go to a red ball,go to a red box,"go to a red key, then go to a purple ball, then go to a purple box",pick up a yellow box,go to the purple ball and go to the green ball and go to the red box,go to a purple ball,open the red door,"go to a red ball, then go to a red box",pick up a red box after you go to the blue ball and go to the red box,go to the green box,go to a red key and go to a red box and pick up the red box
2021-05-11 10:33:09,2021-05-11 10:47:18,IP Address,50.80.27.116,100,849,TRUE,2021-05-11 10:47:19,R_QfUKIClerMorgjL,,,,,41.976898193359400,-91.70839691162110000,anonymous,EN,The robot turns to face the green circle.,Go to the yellow boxes in the bottom left.,Go to the red box.,Go to the purple key.,1,Put the green box next to the green ball.,Go to a grey circle.,Go to the red ball.,Go to a grey key,3,Go between the blue ball and purple boxes,Go to the yellow box and then to the grey ball,Go to the yellow ball and move it,Go to the purple ball,2,Move the blue ball and go to the purple ball,Go to the grey box,Pick up the red box,Pick up the green box,Go to a grey circle,2,"Really fun survey, thankyou!",11635,go to the green ball,put a red ball next to the yellow box,go to a red box,go to the purple key,put the green box next to a green ball,go to the grey ball,go to a red ball,go to the grey key,"go to the purple ball and go to the purple ball, then go to the blue box","go to the yellow box, then put the yellow box next to a grey ball","go to a yellow ball, then pick up the yellow ball",go to a purple ball,pick up the blue ball and go to a purple ball,go to the grey box,pick up a red box,pick up a green box,"go to a grey key, then go to a grey key"
2021-05-11 10:58:23,2021-05-11 11:18:42,IP Address,49.37.211.237,100,1219,TRUE,2021-05-11 11:18:42,R_V3gsYEl4vNtAVhv,,,,,12.89959716796880,80.22088623046880,anonymous,EN,go to the green ball,go to the red ball and pick up a red ball and put the red ball next to a red box,"open the grey door, go to the red box",go to the purple key,1,go to the green box,go to the gray ball,"go to the purple box and go to a gray door, then open the grey door","open the grey door, go to a gray ball",3,"open the green door, pick up the green key","open the red door, open the blue door, pick up the green box","open the green door, pick up the blue ball",go to the green box,2,"open a red door, pick up a blue ball","open a blue door, open a green door,go to green key","open a grey door, open a blue door, pick up the blue key, pick up the red box","open a blue door, pick up the green box","open the red door. open the blue door, go to gray ball",2,interesting,50762,go to the green ball,go to a red ball and pick up a red ball and put the red ball next to a yellow box,open the grey door and go to a red box,go to the purple key,go to the green box,go to the grey ball,"go to the purple box and go to a grey door, then open the grey door","open a grey door and go to a grey ball, then open a grey door",open the green door and pick up the green key,open the red door and go to the green box and open the blue door,open a green door and pick up the yellow ball,pick up the yellow box,open the red door and pick up the blue ball,open the green door and go to the purple key and open a green door,"pick up a blue key, then open the grey door and pick up the red box",open the blue door and pick up a green box,"open a red door, then open the blue door and go to a grey ball"
2021-05-11 12:26:49,2021-05-11 12:50:49,IP Address,49.37.215.93,100,1440,TRUE,2021-05-11 12:50:49,R_1LThJUQ2pRqPylq,,,,,12.89959716796880,80.22088623046880,anonymous,EN,GO TO THE GREEN BALL,GO TO RED BALL AND PICK UP A RED AND PUT THE RED BALL NEXT TO A YELLOW BOX ,OPEN THE GRAY DOOR GO TO THE RED BOX,GO TO  THE PURPLE KEY ,1,GO TO THE GREEN BOX,GO TO THE GRAY BALL ,"GO TO THE PURPLE BOX AND TO A GRAY DOOR,THEN OPEN THE GRAY DOOR",OPEN THE GARY DOOR GO TO THE GRAY BALL,3,"OPEN THE GREEN DOOR, PICK UP THE GREEN BOX ","OPEN THE RED DOOR, PICK UP THE YELLOW BOX ",OPEN THE RED BOX GO TO THE YELLOW BALL ,GO TO THE YELLOW BOX,2,"OPEN THE RED DOOR, PICK UP THE BLUE BALL ","OPEN THE RED DOOR, THE BLUE DOOR,PICK UP THE GREEN KEY ","OPEN THE GRAY DOOR, PICK UP THE GREEN KEY, THEN PICK UP RED BOX ","OPEN THE BLUE DOOR, PICK UP THE YELLOW BOX","OPEN THE RED DOOR,OPEN THE BLUE DOOR THE GO TO THE GRAY BALL ",2,GOOD,34315,go to the green ball,go to a red ball and pick up a red ball and put the red ball next to a yellow box,open the grey door and go to a red box,go to the purple key,go to the green box,go to the grey ball,go to a purple box and open a grey door,"open a grey door, then go to a grey ball",open the green door and go to the green box,open the red door and pick up the yellow box,go to the red box and go to a yellow ball,pick up the yellow box,open the red door and pick up the blue ball,go to the red box and go to the purple key and open a green door,"open the grey door and pick up the blue key, then go to the red box",open a blue door and go to a yellow box,open the red door and go to a blue door and go to the grey ball
2021-05-11 14:10:18,2021-05-11 14:21:58,IP Address,49.37.213.87,100,699,TRUE,2021-05-11 14:21:59,R_3gXxXvOCSwJJgfP,,,,,12.89959716796880,80.22088623046880,anonymous,EN,go to the green ball,go to a red ball and pick up a red ball and put the red ball next to a yellow box,"open the gray door, go to the red box",go to the purple key,1,go to the green box,go to the gray ball,"go to the purple box and go to a gray door, then open the gray door","open the gray door, go to a gray ball",3,"open the green door, pick up the green box","open the red door, pick up the yellow box","open the red box, go to a yellow ball",go to the yellow box,2,"open the red door, pick up the blue ball","open the red door,open the blue door, pick up the green key","open the gray door,pick up the green key,then pick up the red box","open the blue door, pick up the yellow box","open the red door, open the blue door, then go to the gray ball",1,good,75786,go to the green ball,go to a red ball and pick up a red ball and put the red ball next to a yellow box,open the grey door and go to a red box,go to the purple key,go to the green box,go to the grey ball,"go to a purple box and open the grey door, then open the purple door","open a grey door, then go to a grey ball",open the green door and go to the green box,open the red door and pick up the yellow box,go to the red box and go to a yellow ball,pick up the yellow box,open the red door and pick up the blue ball,go to a red box and open the green door and go to the purple key,"open a grey door and go to the blue key, then pick up a red box",open a blue door and go to a yellow box,"open the red door, then open a blue door and go to a grey ball"
2021-05-11 14:27:13,2021-05-11 14:37:12,IP Address,49.37.215.67,100,598,TRUE,2021-05-11 14:37:12,R_2h4eougCqbrUIb7,,,,,12.89959716796880,80.22088623046880,anonymous,EN,go to the green ball,"go to a red ball, pick up a red ball and put a red ball next to a yellow box","open the gray door, go to the red box",go to the purple key,1,go to the green box,go to the gray ball,go to the purple bopx and go to a grey door. then open the grey door,open the grey door,3,"open the green door, pick up the green box","open the red door, pick up the yellow box","open the red box,go to a blue ball",pick up the yellow box,2,"open the red door, pick up the blue ball","open the red door, open the blue door,pick up the green key","open the grey door, pick up the green key,pick up the red box","open the blue door, pick up the yellow box","open the red door, open the blue door, then go to the grey ball",1,interesting,30836,go to the green ball,go to a red ball and pick up a red ball and put the red ball next to a yellow box,open the grey door and go to a red box,go to the purple key,go to the green box,go to the grey ball,"go to a grey door and open a grey door, then open the purple door",open a grey door,open the green door and go to the green box,open the red door and pick up the yellow box,go to a blue key and go to the red box and go to the yellow ball,pick up the yellow box,open the red door and pick up the blue ball,go to the red box and go to the purple key and open a green door,"open the grey door and pick up the blue key, then go to the red box",open a blue door and go to a yellow box,"open the red door, then open the blue door and go to the grey ball"
2021-05-11 15:42:03,2021-05-11 15:54:00,IP Address,172.58.145.208,100,716,TRUE,2021-05-11 15:54:00,R_123zeODSxZhY5Nq,,,,,36.1670989990234000,-86.786102294921900,anonymous,EN,face the green ball,drop the red ball,go to the red chest,go to the purple key,1,go to the green box,go to the grey ball,go to the red ball,go to the grey key,3,go to the purple box,go to the yellow box,go to a yellow ball,go to the purple ball,2,go to a purple ball,go to a green key,go to a red box,go to a green box,go to a grey key,3,nope,77799,go to the green ball,go to the red ball,go to a red box,go to the purple key,go to the green box,go to the grey ball,go to a red ball,go to the grey key,go to the purple box,go to a yellow box,go to the yellow ball,go to a purple ball,go to a purple ball,go to the green door and go to the purple key and go to the green door,go to a red box,go to the green box,go to a grey key
2021-05-11 16:23:40,2021-05-11 16:44:29,IP Address,96.224.196.137,100,1249,TRUE,2021-05-11 16:44:29,R_ZKO4Up1RUCrQ9z3,,,,,40.724395751953100,-73.64839935302730000,anonymous,EN,the red triagnle find the way to touch the green circle on the right up corner,move the red ball to the left buttom corner,go to the red rectangle,go to a purple key,1,move the green box to beside green ball,go to a grey ball,go to the red ball,go to a grey key,3,go to a blue ball,go to the purple key,move out the yellow ball aside,go to the purple ball,2,go to the purple ball,go to the grey box,go to a door,go to a green door,go to a grey ball,3,"the last postion is so quick to finish showing, wait more time is better",46061,go to the green ball,go to the red ball,go to a red box,go to the purple key,put the green box next to a green ball,go to the grey ball,go to a red ball,go to the grey key,go to the blue ball,go to a purple key,pick up a yellow ball,go to a purple ball,go to a purple ball,go to the grey box,go to a blue door,go to the green box,go to the grey ball
